candidate_id,existing_master_id,classification,confidence,title,heading,canonical_url,discovered_from,parent_hint,status_hint,published_date_signal,money_signals,reasons,llm_classification,llm_confidence,llm_reason
meity_b054ebba9fe4ed25337e,,CALL_INSTANCE_CANDIDATE,0.88,MeityStartupHub,,https://msh.meity.gov.in/whatsnew,,147173e17ea741687247,STATUS_REQUIRES_VALIDATION,,,CALL_COHORT_CHALLENGE_SIGNAL,,0.0,
